,date,ML,Low,High
New Mexico,2021-01-30,0.9400000000000001,0.8300000000000001,1.06
New Mexico,2021-01-31,0.9400000000000001,0.8300000000000001,1.06
New Mexico,2021-02-01,0.9400000000000001,0.8200000000000001,1.05
New Mexico,2021-02-02,0.9,0.78,1.01
New Mexico,2021-02-03,0.85,0.74,0.98
New Mexico,2021-02-04,0.81,0.68,0.92
New Mexico,2021-02-05,0.76,0.64,0.89
New Mexico,2021-02-06,0.75,0.62,0.88
New Mexico,2021-02-07,0.76,0.63,0.9
New Mexico,2021-02-08,0.8,0.66,0.93
New Mexico,2021-02-09,0.84,0.71,0.99
New Mexico,2021-02-10,0.89,0.74,1.02
New Mexico,2021-02-11,0.91,0.77,1.06
New Mexico,2021-02-12,0.93,0.79,1.08
New Mexico,2021-02-13,0.93,0.79,1.08
New Mexico,2021-02-14,0.91,0.76,1.05
New Mexico,2021-02-15,0.87,0.73,1.03
New Mexico,2021-02-16,0.84,0.6900000000000001,1.0
New Mexico,2021-02-17,0.79,0.63,0.9400000000000001
New Mexico,2021-02-18,0.79,0.64,0.96
New Mexico,2021-02-19,0.8300000000000001,0.67,1.0
New Mexico,2021-02-20,0.88,0.72,1.05
New Mexico,2021-02-21,0.97,0.8,1.1300000000000001
New Mexico,2021-02-22,1.02,0.85,1.18
New Mexico,2021-02-23,1.08,0.92,1.25
New Mexico,2021-02-24,1.09,0.93,1.26
New Mexico,2021-02-25,1.07,0.9,1.22
New Mexico,2021-02-26,1.02,0.86,1.18
New Mexico,2021-02-27,0.96,0.8,1.12
New Mexico,2021-02-28,0.9,0.74,1.07
New Mexico,2021-03-01,0.88,0.72,1.05
New Mexico,2021-03-02,0.8200000000000001,0.65,0.99
New Mexico,2021-03-03,0.8300000000000001,0.66,1.01
New Mexico,2021-03-04,0.8200000000000001,0.65,1.01
New Mexico,2021-03-05,0.8200000000000001,0.64,1.0
New Mexico,2021-03-06,0.84,0.66,1.03
New Mexico,2021-03-07,0.87,0.6900000000000001,1.07
New Mexico,2021-03-08,0.87,0.68,1.06
New Mexico,2021-03-09,0.89,0.71,1.1
New Mexico,2021-03-10,0.86,0.67,1.07
New Mexico,2021-03-11,0.85,0.66,1.06
New Mexico,2021-03-12,0.87,0.67,1.08
New Mexico,2021-03-13,0.89,0.68,1.09
New Mexico,2021-03-14,0.93,0.73,1.1500000000000001
New Mexico,2021-03-15,0.96,0.76,1.18
New Mexico,2021-03-16,0.98,0.77,1.19
New Mexico,2021-03-17,0.99,0.78,1.2
New Mexico,2021-03-18,0.99,0.78,1.2
New Mexico,2021-03-19,0.98,0.77,1.19
New Mexico,2021-03-20,0.99,0.78,1.2
New Mexico,2021-03-21,0.99,0.77,1.19
New Mexico,2021-03-22,0.98,0.76,1.18
New Mexico,2021-03-23,0.97,0.77,1.2
New Mexico,2021-03-24,0.96,0.75,1.18
New Mexico,2021-03-25,0.9500000000000001,0.74,1.17
New Mexico,2021-03-26,0.96,0.75,1.18
New Mexico,2021-03-27,0.97,0.75,1.18
New Mexico,2021-03-28,1.0,0.79,1.23
New Mexico,2021-03-29,1.03,0.81,1.24
New Mexico,2021-03-30,1.05,0.84,1.27
New Mexico,2021-03-31,1.04,0.8300000000000001,1.26
New Mexico,2021-04-01,0.97,0.76,1.19
New Mexico,2021-04-02,0.9500000000000001,0.73,1.16
New Mexico,2021-04-03,0.9400000000000001,0.73,1.17
New Mexico,2021-04-04,0.96,0.74,1.18
New Mexico,2021-04-05,0.99,0.78,1.22
New Mexico,2021-04-06,1.0,0.79,1.23
New Mexico,2021-04-07,0.99,0.78,1.22
New Mexico,2021-04-08,0.96,0.74,1.18
New Mexico,2021-04-09,0.9400000000000001,0.72,1.16
New Mexico,2021-04-10,0.99,0.77,1.21
New Mexico,2021-04-11,1.06,0.84,1.28
New Mexico,2021-04-12,1.09,0.88,1.32
New Mexico,2021-04-13,1.11,0.9,1.33
New Mexico,2021-04-14,1.1500000000000001,0.9400000000000001,1.36
New Mexico,2021-04-15,1.23,1.03,1.44
New York,2020-03-01,2.0,0.34,6.43
New York,2020-03-02,2.65,0.68,5.5600000000000005
New York,2020-03-03,2.64,0.87,4.67
New York,2020-03-04,2.98,1.43,4.57
New York,2020-03-05,2.7800000000000002,1.57,4.0200000000000005
New York,2020-03-06,2.5300000000000002,1.55,3.5300000000000002
New York,2020-03-07,2.32,1.47,3.12
New York,2020-03-08,2.13,1.4000000000000001,2.88
New York,2020-03-09,2.04,1.41,2.71
New York,2020-03-10,2.0,1.42,2.56
New York,2020-03-11,2.05,1.54,2.54
New York,2020-03-12,2.05,1.61,2.49
New York,2020-03-13,2.05,1.6600000000000001,2.43
New York,2020-03-14,2.1,1.76,2.43
New York,2020-03-15,2.35,2.07,2.64
New York,2020-03-16,2.68,2.45,2.91
New York,2020-03-17,2.97,2.79,3.15
New York,2020-03-18,2.97,2.83,3.11
New York,2020-03-19,2.88,2.77,3.0
New York,2020-03-20,2.71,2.61,2.79
New York,2020-03-21,2.47,2.39,2.54
New York,2020-03-22,2.27,2.2,2.33
New York,2020-03-23,2.06,2.0100000000000002,2.13
New York,2020-03-24,1.86,1.81,1.92
New York,2020-03-25,1.71,1.6600000000000001,1.76
New York,2020-03-26,1.56,1.51,1.6
New York,2020-03-27,1.44,1.3900000000000001,1.47
New York,2020-03-28,1.36,1.31,1.3900000000000001
New York,2020-03-29,1.28,1.23,1.31
New York,2020-03-30,1.23,1.19,1.27
New York,2020-03-31,1.22,1.18,1.25
New York,2020-04-01,1.21,1.17,1.24
New York,2020-04-02,1.22,1.18,1.25
New York,2020-04-03,1.21,1.17,1.24
New York,2020-04-04,1.18,1.1400000000000001,1.21
New York,2020-04-05,1.1400000000000001,1.11,1.18
New York,2020-04-06,1.11,1.07,1.1400000000000001
New York,2020-04-07,1.08,1.04,1.1
New York,2020-04-08,1.05,1.01,1.08
New York,2020-04-09,1.03,1.0,1.07
New York,2020-04-10,1.0,0.97,1.04
New York,2020-04-11,0.98,0.9400000000000001,1.0
New York,2020-04-12,0.96,0.93,1.0
New York,2020-04-13,0.9500000000000001,0.91,0.98
New York,2020-04-14,0.9400000000000001,0.91,0.98
New York,2020-04-15,0.93,0.9,0.97
New York,2020-04-16,0.9,0.87,0.9400000000000001
New York,2020-04-17,0.88,0.84,0.91
New York,2020-04-18,0.85,0.81,0.88
New York,2020-04-19,0.8,0.77,0.84
New York,2020-04-20,0.78,0.74,0.81
New York,2020-04-21,0.77,0.73,0.81
New York,2020-04-22,0.8,0.76,0.84
New York,2020-04-23,0.86,0.8200000000000001,0.9
New York,2020-04-24,0.9400000000000001,0.9,0.98
New York,2020-04-25,1.0,0.9500000000000001,1.03
New York,2020-04-26,1.02,0.98,1.06
New York,2020-04-27,0.99,0.9500000000000001,1.03
New York,2020-04-28,0.92,0.88,0.96
New York,2020-04-29,0.8300000000000001,0.79,0.87
New York,2020-04-30,0.75,0.71,0.79
New York,2020-05-01,0.68,0.63,0.72
New York,2020-05-02,0.64,0.59,0.68
New York,2020-05-03,0.63,0.58,0.67
New York,2020-05-04,0.67,0.62,0.72
New York,2020-05-05,0.73,0.67,0.77
New York,2020-05-06,0.77,0.72,0.8300000000000001
New York,2020-05-07,0.76,0.71,0.8200000000000001
New York,2020-05-08,0.75,0.7000000000000001,0.81
New York,2020-05-09,0.74,0.68,0.79
New York,2020-05-10,0.75,0.6900000000000001,0.81
New York,2020-05-11,0.76,0.7000000000000001,0.8200000000000001
New York,2020-05-12,0.78,0.72,0.85
New York,2020-05-13,0.81,0.75,0.88
New York,2020-05-14,0.84,0.77,0.9
New York,2020-05-15,0.86,0.79,0.92
New York,2020-05-16,0.89,0.8200000000000001,0.9500000000000001
New York,2020-05-17,0.9,0.8300000000000001,0.97
New York,2020-05-18,0.92,0.85,0.99
New York,2020-05-19,0.89,0.8300000000000001,0.97
New York,2020-05-20,0.87,0.8,0.9400000000000001
New York,2020-05-21,0.85,0.78,0.92
New York,2020-05-22,0.84,0.77,0.92
New York,2020-05-23,0.85,0.77,0.92
New York,2020-05-24,0.87,0.79,0.9400000000000001
New York,2020-05-25,0.88,0.8,0.9500000000000001
New York,2020-05-26,0.9,0.8200000000000001,0.97
New York,2020-05-27,0.9,0.8200000000000001,0.98
New York,2020-05-28,0.89,0.81,0.97
New York,2020-05-29,0.87,0.79,0.9500000000000001
New York,2020-05-30,0.88,0.8,0.96
New York,2020-05-31,0.9,0.81,0.98
New York,2020-06-01,0.9,0.8200000000000001,0.99
New York,2020-06-02,0.9,0.81,0.98
New York,2020-06-03,0.88,0.8,0.97
New York,2020-06-04,0.86,0.77,0.9500000000000001
New York,2020-06-05,0.8300000000000001,0.74,0.92
New York,2020-06-06,0.8,0.7000000000000001,0.88
New York,2020-06-07,0.79,0.6900000000000001,0.88
New York,2020-06-08,0.78,0.68,0.87
New York,2020-06-09,0.77,0.67,0.87
New York,2020-06-10,0.77,0.67,0.88
New York,2020-06-11,0.79,0.68,0.89
New York,2020-06-12,0.8200000000000001,0.71,0.92
New York,2020-06-13,0.87,0.76,0.98
New York,2020-06-14,0.9,0.79,1.01
New York,2020-06-15,0.92,0.81,1.03
New York,2020-06-16,0.93,0.8200000000000001,1.05
New York,2020-06-17,0.93,0.8200000000000001,1.05
New York,2020-06-18,0.93,0.8200000000000001,1.05
New York,2020-06-19,0.93,0.81,1.04
New York,2020-06-20,0.93,0.81,1.04
New York,2020-06-21,0.9400000000000001,0.8300000000000001,1.07
New York,2020-06-22,0.96,0.85,1.09
New York,2020-06-23,0.98,0.87,1.11
New York,2020-06-24,1.01,0.89,1.1300000000000001
New York,2020-06-25,1.01,0.9,1.1400000000000001
New York,2020-06-26,1.0,0.89,1.1300000000000001
New York,2020-06-27,0.98,0.86,1.1
New York,2020-06-28,0.96,0.84,1.08
New York,2020-06-29,0.9500000000000001,0.8300000000000001,1.07
New York,2020-06-30,0.97,0.85,1.09
New York,2020-07-01,1.0,0.88,1.12
New York,2020-07-02,1.03,0.91,1.1500000000000001
New York,2020-07-03,1.04,0.93,1.17
New York,2020-07-04,1.05,0.9400000000000001,1.18
New York,2020-07-05,1.05,0.9400000000000001,1.18
New York,2020-07-06,1.03,0.91,1.1400000000000001
New York,2020-07-07,1.01,0.89,1.12
New York,2020-07-08,0.98,0.86,1.09
New York,2020-07-09,0.97,0.85,1.09
New York,2020-07-10,0.96,0.85,1.09
New York,2020-07-11,1.0,0.88,1.12
New York,2020-07-12,1.05,0.93,1.17
New York,2020-07-13,1.1,0.99,1.22
New York,2020-07-14,1.12,1.01,1.24
New York,2020-07-15,1.11,1.01,1.24
New York,2020-07-16,1.08,0.96,1.18
New York,2020-07-17,1.04,0.93,1.1500000000000001
New York,2020-07-18,1.0,0.88,1.1
New York,2020-07-19,0.97,0.85,1.07
New York,2020-07-20,0.9500000000000001,0.84,1.07
New York,2020-07-21,0.9500000000000001,0.84,1.07
New York,2020-07-22,0.96,0.85,1.08
New York,2020-07-23,0.98,0.87,1.1
New York,2020-07-24,0.99,0.88,1.11
New York,2020-07-25,0.99,0.88,1.11
New York,2020-07-26,0.98,0.87,1.1
New York,2020-07-27,0.97,0.85,1.08
New York,2020-07-28,0.9500000000000001,0.84,1.07
New York,2020-07-29,0.9400000000000001,0.8300000000000001,1.06
New York,2020-07-30,0.9500000000000001,0.8300000000000001,1.06
New York,2020-07-31,0.9500000000000001,0.84,1.08
New York,2020-08-01,0.98,0.87,1.11
New York,2020-08-02,0.99,0.88,1.12
New York,2020-08-03,1.0,0.89,1.1300000000000001
New York,2020-08-04,1.01,0.9,1.1400000000000001
New York,2020-08-05,1.01,0.89,1.1300000000000001
New York,2020-08-06,1.0,0.88,1.12
New York,2020-08-07,0.99,0.88,1.12
New York,2020-08-08,0.97,0.86,1.1
New York,2020-08-09,0.98,0.86,1.1
New York,2020-08-10,0.98,0.87,1.11
New York,2020-08-11,0.99,0.87,1.11
New York,2020-08-12,1.0,0.88,1.12
New York,2020-08-13,1.02,0.9,1.1400000000000001
New York,2020-08-14,1.02,0.91,1.1500000000000001
New York,2020-08-15,1.02,0.91,1.1500000000000001
New York,2020-08-16,1.01,0.9,1.1400000000000001
New York,2020-08-17,0.99,0.87,1.11
New York,2020-08-18,0.97,0.85,1.09
New York,2020-08-19,0.9500000000000001,0.84,1.08
New York,2020-08-20,0.9400000000000001,0.8200000000000001,1.06
New York,2020-08-21,0.9400000000000001,0.8200000000000001,1.06
New York,2020-08-22,0.9500000000000001,0.8300000000000001,1.07
New York,2020-08-23,0.96,0.84,1.09
New York,2020-08-24,0.98,0.86,1.11
New York,2020-08-25,0.99,0.87,1.12
New York,2020-08-26,1.0,0.89,1.1400000000000001
New York,2020-08-27,1.02,0.9,1.1500000000000001
New York,2020-08-28,1.04,0.91,1.1500000000000001
New York,2020-08-29,1.06,0.9400000000000001,1.18
New York,2020-08-30,1.09,0.98,1.22
New York,2020-08-31,1.11,0.99,1.23
New York,2020-09-01,1.1300000000000001,1.01,1.24
New York,2020-09-02,1.1300000000000001,1.02,1.25
New York,2020-09-03,1.12,1.01,1.24
New York,2020-09-04,1.1,0.98,1.2
New York,2020-09-05,1.06,0.9500000000000001,1.17
New York,2020-09-06,1.01,0.9,1.12
New York,2020-09-07,0.96,0.85,1.07
New York,2020-09-08,0.93,0.81,1.03
New York,2020-09-09,0.92,0.81,1.04
New York,2020-09-10,0.93,0.8200000000000001,1.05
New York,2020-09-11,0.96,0.85,1.08
New York,2020-09-12,1.0,0.89,1.12
New York,2020-09-13,1.04,0.92,1.1500000000000001
New York,2020-09-14,1.06,0.9500000000000001,1.18
New York,2020-09-15,1.07,0.96,1.19
New York,2020-09-16,1.07,0.96,1.18
New York,2020-09-17,1.07,0.96,1.18
New York,2020-09-18,1.06,0.9500000000000001,1.17
New York,2020-09-19,1.05,0.9400000000000001,1.16
New York,2020-09-20,1.04,0.93,1.1500000000000001
New York,2020-09-21,1.03,0.92,1.1400000000000001
New York,2020-09-22,1.03,0.93,1.1500000000000001
New York,2020-09-23,1.03,0.92,1.1400000000000001
New York,2020-09-24,1.03,0.92,1.1300000000000001
New York,2020-09-25,1.04,0.93,1.1400000000000001
New York,2020-09-26,1.07,0.97,1.18
New York,2020-09-27,1.11,1.0,1.21
New York,2020-09-28,1.1500000000000001,1.05,1.26
New York,2020-09-29,1.2,1.1,1.3
New York,2020-09-30,1.25,1.1500000000000001,1.34
New York,2020-10-01,1.27,1.18,1.37
New York,2020-10-02,1.26,1.17,1.35
New York,2020-10-03,1.23,1.1400000000000001,1.32
New York,2020-10-04,1.19,1.1,1.27
New York,2020-10-05,1.16,1.07,1.24
New York,2020-10-06,1.12,1.04,1.21
New York,2020-10-07,1.09,1.01,1.18
New York,2020-10-08,1.06,0.98,1.1400000000000001
New York,2020-10-09,1.04,0.9500000000000001,1.11
New York,2020-10-10,1.01,0.92,1.08
New York,2020-10-11,0.99,0.9,1.06
New York,2020-10-12,0.97,0.88,1.04
New York,2020-10-13,0.97,0.88,1.04
New York,2020-10-14,0.98,0.89,1.05
New York,2020-10-15,0.99,0.91,1.07
New York,2020-10-16,1.01,0.93,1.09
New York,2020-10-17,1.03,0.9400000000000001,1.1
New York,2020-10-18,1.05,0.97,1.1300000000000001
New York,2020-10-19,1.07,0.99,1.1500000000000001
New York,2020-10-20,1.07,0.99,1.1500000000000001
New York,2020-10-21,1.07,0.99,1.1500000000000001
New York,2020-10-22,1.08,1.0,1.16
New York,2020-10-23,1.08,1.0,1.16
New York,2020-10-24,1.09,1.01,1.16
New York,2020-10-25,1.09,1.01,1.16
New York,2020-10-26,1.12,1.04,1.19
New York,2020-10-27,1.1400000000000001,1.07,1.22
New York,2020-10-28,1.1400000000000001,1.07,1.22
New York,2020-10-29,1.1500000000000001,1.07,1.21
New York,2020-10-30,1.1400000000000001,1.07,1.21
New York,2020-10-31,1.1300000000000001,1.06,1.2
New York,2020-11-01,1.12,1.05,1.19
New York,2020-11-02,1.1,1.03,1.16
New York,2020-11-03,1.1,1.04,1.17
New York,2020-11-04,1.1300000000000001,1.07,1.2
New York,2020-11-05,1.17,1.1,1.23
New York,2020-11-06,1.21,1.1500000000000001,1.27
New York,2020-11-07,1.26,1.19,1.31
New York,2020-11-08,1.3,1.24,1.36
New York,2020-11-09,1.32,1.26,1.37
New York,2020-11-10,1.33,1.27,1.3800000000000001
New York,2020-11-11,1.32,1.27,1.37
New York,2020-11-12,1.29,1.24,1.34
New York,2020-11-13,1.24,1.19,1.29
New York,2020-11-14,1.19,1.1400000000000001,1.24
New York,2020-11-15,1.1400000000000001,1.09,1.18
New York,2020-11-16,1.1,1.05,1.1400000000000001
New York,2020-11-17,1.08,1.03,1.12
New York,2020-11-18,1.06,1.02,1.11
New York,2020-11-19,1.07,1.02,1.11
New York,2020-11-20,1.09,1.04,1.1300000000000001
New York,2020-11-21,1.1,1.05,1.1400000000000001
New York,2020-11-22,1.12,1.07,1.16
New York,2020-11-23,1.12,1.08,1.17
New York,2020-11-24,1.1300000000000001,1.09,1.17
New York,2020-11-25,1.1300000000000001,1.09,1.17
New York,2020-11-26,1.1300000000000001,1.08,1.16
New York,2020-11-27,1.12,1.08,1.16
New York,2020-11-28,1.1300000000000001,1.08,1.16
New York,2020-11-29,1.1300000000000001,1.09,1.17
New York,2020-11-30,1.1500000000000001,1.1,1.18
New York,2020-12-01,1.17,1.1300000000000001,1.21
New York,2020-12-02,1.2,1.16,1.23
New York,2020-12-03,1.22,1.18,1.25
New York,2020-12-04,1.22,1.19,1.26
New York,2020-12-05,1.21,1.17,1.24
New York,2020-12-06,1.18,1.1500000000000001,1.22
New York,2020-12-07,1.1500000000000001,1.11,1.18
New York,2020-12-08,1.11,1.07,1.1300000000000001
New York,2020-12-09,1.07,1.03,1.1
New York,2020-12-10,1.04,1.01,1.07
New York,2020-12-11,1.03,0.99,1.05
New York,2020-12-12,1.02,0.98,1.04
New York,2020-12-13,1.01,0.97,1.03
New York,2020-12-14,1.01,0.97,1.03
New York,2020-12-15,1.01,0.98,1.04
New York,2020-12-16,1.01,0.97,1.03
New York,2020-12-17,1.01,0.97,1.03
New York,2020-12-18,1.0,0.97,1.03
New York,2020-12-19,1.0,0.97,1.03
New York,2020-12-20,1.02,0.98,1.04
New York,2020-12-21,1.03,1.0,1.06
New York,2020-12-22,1.05,1.01,1.07
New York,2020-12-23,1.07,1.04,1.1
New York,2020-12-24,1.07,1.03,1.09
New York,2020-12-25,1.06,1.02,1.08
New York,2020-12-26,1.04,1.01,1.07
New York,2020-12-27,1.03,1.0,1.06
New York,2020-12-28,1.04,1.0,1.06
New York,2020-12-29,1.06,1.03,1.09
New York,2020-12-30,1.09,1.06,1.12
New York,2020-12-31,1.1300000000000001,1.1,1.16
New York,2021-01-01,1.1400000000000001,1.11,1.17
New York,2021-01-02,1.1400000000000001,1.11,1.17
New York,2021-01-03,1.1300000000000001,1.1,1.16
New York,2021-01-04,1.11,1.08,1.1300000000000001
New York,2021-01-05,1.1,1.07,1.1300000000000001
New York,2021-01-06,1.09,1.06,1.11
New York,2021-01-07,1.09,1.06,1.11
New York,2021-01-08,1.1,1.07,1.12
New York,2021-01-09,1.1,1.07,1.12
New York,2021-01-10,1.09,1.06,1.11
New York,2021-01-11,1.06,1.03,1.08
New York,2021-01-12,1.03,1.0,1.05
New York,2021-01-13,1.0,0.97,1.02
New York,2021-01-14,0.96,0.93,0.98
New York,2021-01-15,0.9500000000000001,0.92,0.97
New York,2021-01-16,0.9400000000000001,0.91,0.96
New York,2021-01-17,0.93,0.9,0.9500000000000001
New York,2021-01-18,0.93,0.9,0.9500000000000001
New York,2021-01-19,0.92,0.89,0.9400000000000001
New York,2021-01-20,0.92,0.89,0.9500000000000001
New York,2021-01-21,0.91,0.88,0.9400000000000001
New York,2021-01-22,0.91,0.88,0.93
New York,2021-01-23,0.92,0.89,0.9500000000000001
New York,2021-01-24,0.93,0.9,0.96
New York,2021-01-25,0.93,0.9,0.96
New York,2021-01-26,0.9400000000000001,0.91,0.97
New York,2021-01-27,0.9500000000000001,0.91,0.97
New York,2021-01-28,0.9400000000000001,0.91,0.97
New York,2021-01-29,0.9400000000000001,0.9,0.96
New York,2021-01-30,0.92,0.89,0.9500000000000001
New York,2021-01-31,0.9,0.87,0.93
New York,2021-02-01,0.87,0.8300000000000001,0.89
New York,2021-02-02,0.8300000000000001,0.8,0.86
New York,2021-02-03,0.8,0.76,0.8200000000000001
New York,2021-02-04,0.78,0.74,0.81
New York,2021-02-05,0.79,0.76,0.8300000000000001
New York,2021-02-06,0.84,0.8,0.87
New York,2021-02-07,0.89,0.86,0.93
New York,2021-02-08,0.96,0.93,1.0
New York,2021-02-09,1.01,0.97,1.04
New York,2021-02-10,1.02,0.99,1.06
New York,2021-02-11,1.02,0.98,1.05
New York,2021-02-12,0.99,0.9500000000000001,1.02
New York,2021-02-13,0.9500000000000001,0.91,0.98
New York,2021-02-14,0.92,0.88,0.9500000000000001
New York,2021-02-15,0.89,0.86,0.93
New York,2021-02-16,0.9,0.86,0.93
New York,2021-02-17,0.93,0.89,0.96
New York,2021-02-18,0.9400000000000001,0.9,0.97
New York,2021-02-19,0.9500000000000001,0.91,0.98
New York,2021-02-20,0.9500000000000001,0.91,0.98
New York,2021-02-21,0.9500000000000001,0.91,0.98
New York,2021-02-22,0.96,0.92,0.99
New York,2021-02-23,0.97,0.93,1.0
New York,2021-02-24,0.98,0.9400000000000001,1.01
New York,2021-02-25,0.99,0.9500000000000001,1.02
New York,2021-02-26,1.0,0.96,1.03
New York,2021-02-27,1.01,0.97,1.05
New York,2021-02-28,1.01,0.97,1.04
New York,2021-03-01,1.01,0.97,1.04
New York,2021-03-02,1.0,0.96,1.03
New York,2021-03-03,0.99,0.9500000000000001,1.02
New York,2021-03-04,0.98,0.9400000000000001,1.01
New York,2021-03-05,0.98,0.9400000000000001,1.02
New York,2021-03-06,0.98,0.9400000000000001,1.01
New York,2021-03-07,0.98,0.9400000000000001,1.01
New York,2021-03-08,0.98,0.9400000000000001,1.01
New York,2021-03-09,0.98,0.9400000000000001,1.02
New York,2021-03-10,0.97,0.93,1.01
New York,2021-03-11,0.96,0.92,1.0
New York,2021-03-12,0.96,0.92,1.0
New York,2021-03-13,0.96,0.92,1.0
New York,2021-03-14,0.98,0.9400000000000001,1.02
New York,2021-03-15,0.99,0.9500000000000001,1.03
New York,2021-03-16,0.97,0.93,1.01
New York,2021-03-17,0.96,0.92,1.0
New York,2021-03-18,0.92,0.88,0.96
New York,2021-03-19,0.88,0.8300000000000001,0.91
New York,2021-03-20,0.86,0.8200000000000001,0.9
New York,2021-03-21,0.9500000000000001,0.91,0.99
New York,2021-03-22,1.08,1.03,1.11
New York,2021-03-23,1.22,1.18,1.26
New York,2021-03-24,1.3,1.26,1.33
New York,2021-03-25,1.33,1.29,1.36
New York,2021-03-26,1.31,1.27,1.34
New York,2021-03-27,1.25,1.22,1.29
New York,2021-03-28,1.12,1.08,1.1500000000000001
New York,2021-03-29,1.03,1.0,1.07
New York,2021-03-30,0.9400000000000001,0.9,0.97
New York,2021-03-31,0.87,0.84,0.91
New York,2021-04-01,0.84,0.81,0.88
New York,2021-04-02,0.85,0.8200000000000001,0.89
New York,2021-04-03,0.89,0.85,0.92
New York,2021-04-04,0.9400000000000001,0.9,0.97
New York,2021-04-05,0.93,0.89,0.96
New York,2021-04-06,0.9400000000000001,0.9,0.97
New York,2021-04-07,0.9500000000000001,0.91,0.98
New York,2021-04-08,0.97,0.93,1.0
New York,2021-04-09,0.97,0.93,1.0
New York,2021-04-10,0.96,0.92,0.99
New York,2021-04-11,0.9500000000000001,0.92,1.0
New York,2021-04-12,0.9400000000000001,0.9,0.97
New York,2021-04-13,0.91,0.87,0.9500000000000001
New York,2021-04-14,0.89,0.85,0.93
New York,2021-04-15,0.88,0.84,0.92
North Carolina,2020-03-06,2.0,0.34,6.43
North Carolina,2020-03-07,1.8800000000000001,0.38,5.01
North Carolina,2020-03-08,1.8,0.38,4.45
North Carolina,2020-03-09,2.05,0.5,4.54
North Carolina,2020-03-10,1.8900000000000001,0.47000000000000003,3.98
North Carolina,2020-03-11,2.0,0.56,3.9
North Carolina,2020-03-12,2.0300000000000002,0.63,3.71
North Carolina,2020-03-13,1.78,0.08,3.31
North Carolina,2020-03-14,1.85,0.23,3.34
North Carolina,2020-03-15,2.0100000000000002,0.48,3.41
North Carolina,2020-03-16,2.04,0.6900000000000001,3.33
North Carolina,2020-03-17,2.35,1.18,3.43
North Carolina,2020-03-18,2.37,1.41,3.31
North Carolina,2020-03-19,2.4,1.6,3.19
North Carolina,2020-03-20,2.2800000000000002,1.61,2.97
North Carolina,2020-03-21,2.15,1.55,2.72
North Carolina,2020-03-22,2.1,1.58,2.6
North Carolina,2020-03-23,2.0,1.53,2.43
North Carolina,2020-03-24,1.9000000000000001,1.51,2.32
North Carolina,2020-03-25,1.83,1.47,2.2
North Carolina,2020-03-26,1.74,1.43,2.1
North Carolina,2020-03-27,1.68,1.37,1.98
North Carolina,2020-03-28,1.61,1.34,1.9100000000000001
North Carolina,2020-03-29,1.47,1.2,1.73
North Carolina,2020-03-30,1.41,1.16,1.67
North Carolina,2020-03-31,1.33,1.1,1.59
North Carolina,2020-04-01,1.3,1.07,1.54
North Carolina,2020-04-02,1.27,1.03,1.48
North Carolina,2020-04-03,1.27,1.05,1.49
North Carolina,2020-04-04,1.26,1.05,1.48
North Carolina,2020-04-05,1.28,1.08,1.49
North Carolina,2020-04-06,1.24,1.05,1.45
North Carolina,2020-04-07,1.21,1.02,1.41
North Carolina,2020-04-08,1.17,0.99,1.37
North Carolina,2020-04-09,1.1400000000000001,0.9500000000000001,1.32
North Carolina,2020-04-10,1.1,0.92,1.29
North Carolina,2020-04-11,1.05,0.87,1.24
North Carolina,2020-04-12,0.99,0.8200000000000001,1.19
North Carolina,2020-04-13,0.97,0.79,1.16
North Carolina,2020-04-14,0.97,0.79,1.16
North Carolina,2020-04-15,0.97,0.79,1.16
North Carolina,2020-04-16,1.02,0.84,1.21
North Carolina,2020-04-17,1.06,0.88,1.25
North Carolina,2020-04-18,1.08,0.89,1.25
North Carolina,2020-04-19,1.09,0.91,1.27
North Carolina,2020-04-20,1.08,0.91,1.27
North Carolina,2020-04-21,1.09,0.91,1.26
North Carolina,2020-04-22,1.1300000000000001,0.96,1.31
North Carolina,2020-04-23,1.1300000000000001,0.96,1.3
North Carolina,2020-04-24,1.12,0.9500000000000001,1.29
North Carolina,2020-04-25,1.1300000000000001,0.97,1.3
North Carolina,2020-04-26,1.1300000000000001,0.97,1.3
North Carolina,2020-04-27,1.16,1.0,1.32
North Carolina,2020-04-28,1.17,1.02,1.33
North Carolina,2020-04-29,1.17,1.02,1.33
North Carolina,2020-04-30,1.1400000000000001,0.99,1.29
North Carolina,2020-05-01,1.1,0.9500000000000001,1.25
North Carolina,2020-05-02,1.02,0.87,1.17
North Carolina,2020-05-03,0.99,0.84,1.1400000000000001
North Carolina,2020-05-04,0.98,0.8300000000000001,1.1300000000000001
North Carolina,2020-05-05,1.0,0.85,1.1500000000000001
North Carolina,2020-05-06,1.01,0.87,1.17
North Carolina,2020-05-07,1.05,0.91,1.21
North Carolina,2020-05-08,1.07,0.92,1.21
North Carolina,2020-05-09,1.08,0.9400000000000001,1.23
North Carolina,2020-05-10,1.06,0.92,1.21
North Carolina,2020-05-11,1.05,0.91,1.2
North Carolina,2020-05-12,1.05,0.91,1.2
North Carolina,2020-05-13,1.08,0.9400000000000001,1.22
North Carolina,2020-05-14,1.11,0.97,1.25
North Carolina,2020-05-15,1.16,1.02,1.29
North Carolina,2020-05-16,1.22,1.09,1.36
North Carolina,2020-05-17,1.23,1.1,1.36
North Carolina,2020-05-18,1.2,1.08,1.33
North Carolina,2020-05-19,1.17,1.05,1.3
