,date,ML,Low,High
Alabama,2020-03-13,2.0,0.34,6.43
Alabama,2020-03-14,1.55,0.38,3.29
Alabama,2020-03-15,1.53,0.47000000000000003,2.95
Alabama,2020-03-16,1.5,0.52,2.72
Alabama,2020-03-17,1.6300000000000001,0.67,2.71
Alabama,2020-03-18,1.73,0.8200000000000001,2.66
Alabama,2020-03-19,1.71,0.92,2.56
Alabama,2020-03-20,1.69,0.91,2.48
Alabama,2020-03-21,1.72,1.0,2.43
Alabama,2020-03-22,1.9100000000000001,1.28,2.56
Alabama,2020-03-23,2.08,1.53,2.65
Alabama,2020-03-24,2.12,1.6300000000000001,2.6
Alabama,2020-03-25,2.04,1.6,2.45
Alabama,2020-03-26,1.9100000000000001,1.53,2.29
Alabama,2020-03-27,1.74,1.4000000000000001,2.1
Alabama,2020-03-28,1.57,1.25,1.9000000000000001
Alabama,2020-03-29,1.3800000000000001,1.08,1.7
Alabama,2020-03-30,1.25,0.96,1.56
Alabama,2020-03-31,1.21,0.91,1.49
Alabama,2020-04-01,1.18,0.9,1.47
Alabama,2020-04-02,1.21,0.9500000000000001,1.51
Alabama,2020-04-03,1.25,0.99,1.53
Alabama,2020-04-04,1.3,1.05,1.57
Alabama,2020-04-05,1.36,1.12,1.62
Alabama,2020-04-06,1.4000000000000001,1.16,1.6300000000000001
Alabama,2020-04-07,1.36,1.1400000000000001,1.59
Alabama,2020-04-08,1.35,1.1400000000000001,1.57
Alabama,2020-04-09,1.31,1.11,1.53
Alabama,2020-04-10,1.26,1.06,1.46
Alabama,2020-04-11,1.2,1.0,1.3900000000000001
Alabama,2020-04-12,1.1400000000000001,0.96,1.35
Alabama,2020-04-13,1.06,0.87,1.25
Alabama,2020-04-14,1.0,0.81,1.19
Alabama,2020-04-15,0.91,0.73,1.12
Alabama,2020-04-16,0.84,0.65,1.05
Alabama,2020-04-17,0.79,0.6,1.01
Alabama,2020-04-18,0.8,0.61,1.03
Alabama,2020-04-19,0.8300000000000001,0.62,1.04
Alabama,2020-04-20,0.92,0.71,1.1400000000000001
Alabama,2020-04-21,0.99,0.78,1.21
Alabama,2020-04-22,1.06,0.85,1.28
Alabama,2020-04-23,1.09,0.89,1.31
Alabama,2020-04-24,1.08,0.88,1.3
Alabama,2020-04-25,1.04,0.8300000000000001,1.24
Alabama,2020-04-26,0.99,0.79,1.21
Alabama,2020-04-27,0.93,0.72,1.1400000000000001
Alabama,2020-04-28,0.88,0.68,1.11
Alabama,2020-04-29,0.89,0.68,1.11
Alabama,2020-04-30,0.9400000000000001,0.72,1.1500000000000001
Alabama,2020-05-01,1.05,0.8300000000000001,1.26
Alabama,2020-05-02,1.1500000000000001,0.9400000000000001,1.36
Alabama,2020-05-03,1.22,1.01,1.42
Alabama,2020-05-04,1.27,1.07,1.47
Alabama,2020-05-05,1.28,1.09,1.48
Alabama,2020-05-06,1.25,1.07,1.44
Alabama,2020-05-07,1.21,1.02,1.3800000000000001
Alabama,2020-05-08,1.1500000000000001,0.98,1.34
Alabama,2020-05-09,1.08,0.9,1.25
Alabama,2020-05-10,1.03,0.86,1.21
Alabama,2020-05-11,1.0,0.8200000000000001,1.17
Alabama,2020-05-12,0.99,0.81,1.16
Alabama,2020-05-13,0.99,0.81,1.16
Alabama,2020-05-14,0.97,0.79,1.1400000000000001
Alabama,2020-05-15,0.96,0.79,1.1500000000000001
Alabama,2020-05-16,0.9500000000000001,0.78,1.1400000000000001
Alabama,2020-05-17,1.02,0.85,1.21
Alabama,2020-05-18,1.07,0.89,1.24
Alabama,2020-05-19,1.1300000000000001,0.96,1.31
Alabama,2020-05-20,1.18,1.01,1.35
Alabama,2020-05-21,1.2,1.04,1.37
Alabama,2020-05-22,1.21,1.05,1.37
Alabama,2020-05-23,1.25,1.09,1.4000000000000001
Alabama,2020-05-24,1.22,1.07,1.3800000000000001
Alabama,2020-05-25,1.22,1.07,1.37
Alabama,2020-05-26,1.19,1.05,1.34
Alabama,2020-05-27,1.1300000000000001,0.99,1.28
Alabama,2020-05-28,1.1,0.96,1.24
Alabama,2020-05-29,1.1,0.96,1.24
Alabama,2020-05-30,1.05,0.92,1.2
Alabama,2020-05-31,1.01,0.87,1.1500000000000001
Alabama,2020-06-01,0.91,0.77,1.05
Alabama,2020-06-02,0.8,0.66,0.9500000000000001
Alabama,2020-06-03,0.77,0.63,0.93
Alabama,2020-06-04,0.76,0.61,0.92
Alabama,2020-06-05,0.81,0.65,0.96
Alabama,2020-06-06,0.92,0.77,1.09
Alabama,2020-06-07,1.04,0.88,1.19
Alabama,2020-06-08,1.19,1.05,1.36
Alabama,2020-06-09,1.35,1.2,1.49
Alabama,2020-06-10,1.43,1.29,1.57
Alabama,2020-06-11,1.49,1.36,1.62
Alabama,2020-06-12,1.46,1.34,1.59
Alabama,2020-06-13,1.3800000000000001,1.27,1.51
Alabama,2020-06-14,1.28,1.17,1.4000000000000001
Alabama,2020-06-15,1.19,1.07,1.29
Alabama,2020-06-16,1.1,0.99,1.21
Alabama,2020-06-17,1.03,0.92,1.1400000000000001
Alabama,2020-06-18,0.9400000000000001,0.8300000000000001,1.05
Alabama,2020-06-19,0.87,0.76,0.99
Alabama,2020-06-20,0.8200000000000001,0.7000000000000001,0.93
Alabama,2020-06-21,0.84,0.73,0.97
Alabama,2020-06-22,0.9,0.79,1.03
Alabama,2020-06-23,1.01,0.9,1.1400000000000001
Alabama,2020-06-24,1.1300000000000001,1.01,1.24
Alabama,2020-06-25,1.18,1.07,1.3
Alabama,2020-06-26,1.24,1.1300000000000001,1.35
Alabama,2020-06-27,1.26,1.1500000000000001,1.36
Alabama,2020-06-28,1.25,1.1500000000000001,1.36
Alabama,2020-06-29,1.23,1.1300000000000001,1.33
Alabama,2020-06-30,1.22,1.12,1.32
Alabama,2020-07-01,1.18,1.08,1.27
Alabama,2020-07-02,1.18,1.09,1.28
Alabama,2020-07-03,1.1300000000000001,1.04,1.23
Alabama,2020-07-04,1.11,1.01,1.19
Alabama,2020-07-05,1.08,0.98,1.16
Alabama,2020-07-06,1.07,0.99,1.17
Alabama,2020-07-07,1.06,0.97,1.1500000000000001
Alabama,2020-07-08,1.09,1.01,1.19
Alabama,2020-07-09,1.12,1.03,1.21
Alabama,2020-07-10,1.17,1.09,1.26
Alabama,2020-07-11,1.2,1.12,1.29
Alabama,2020-07-12,1.24,1.1500000000000001,1.31
Alabama,2020-07-13,1.23,1.1500000000000001,1.31
Alabama,2020-07-14,1.23,1.1500000000000001,1.3
Alabama,2020-07-15,1.2,1.12,1.27
Alabama,2020-07-16,1.16,1.09,1.24
Alabama,2020-07-17,1.1300000000000001,1.05,1.19
Alabama,2020-07-18,1.09,1.02,1.16
Alabama,2020-07-19,1.05,0.98,1.12
Alabama,2020-07-20,1.02,0.9500000000000001,1.09
Alabama,2020-07-21,0.99,0.92,1.06
Alabama,2020-07-22,0.98,0.9,1.04
Alabama,2020-07-23,0.97,0.89,1.03
Alabama,2020-07-24,0.96,0.89,1.03
Alabama,2020-07-25,0.9500000000000001,0.88,1.03
Alabama,2020-07-26,0.9400000000000001,0.87,1.02
Alabama,2020-07-27,0.93,0.86,1.01
Alabama,2020-07-28,0.9400000000000001,0.86,1.01
Alabama,2020-07-29,0.9400000000000001,0.86,1.01
Alabama,2020-07-30,0.97,0.89,1.04
Alabama,2020-07-31,0.97,0.9,1.05
Alabama,2020-08-01,0.98,0.91,1.06
Alabama,2020-08-02,0.97,0.9,1.05
Alabama,2020-08-03,0.96,0.89,1.04
Alabama,2020-08-04,0.93,0.86,1.01
Alabama,2020-08-05,0.9400000000000001,0.86,1.01
Alabama,2020-08-06,0.91,0.8300000000000001,0.99
Alabama,2020-08-07,0.93,0.86,1.02
Alabama,2020-08-08,0.9400000000000001,0.86,1.02
Alabama,2020-08-09,0.9500000000000001,0.87,1.03
Alabama,2020-08-10,0.93,0.85,1.01
Alabama,2020-08-11,0.89,0.8,0.96
Alabama,2020-08-12,0.8200000000000001,0.74,0.91
Alabama,2020-08-13,0.77,0.68,0.85
Alabama,2020-08-14,0.68,0.6,0.78
Alabama,2020-08-15,0.68,0.59,0.78
Alabama,2020-08-16,0.72,0.62,0.81
Alabama,2020-08-17,0.8200000000000001,0.73,0.93
Alabama,2020-08-18,0.9500000000000001,0.85,1.05
Alabama,2020-08-19,1.02,0.93,1.1300000000000001
Alabama,2020-08-20,1.05,0.9500000000000001,1.1500000000000001
Alabama,2020-08-21,1.09,0.99,1.18
Alabama,2020-08-22,1.04,0.9400000000000001,1.1300000000000001
Alabama,2020-08-23,1.05,0.96,1.1500000000000001
Alabama,2020-08-24,1.09,1.0,1.19
Alabama,2020-08-25,1.1300000000000001,1.04,1.23
Alabama,2020-08-26,1.19,1.1,1.28
Alabama,2020-08-27,1.23,1.1500000000000001,1.33
Alabama,2020-08-28,1.19,1.1,1.27
Alabama,2020-08-29,1.2,1.12,1.29
Alabama,2020-08-30,1.11,1.03,1.2
Alabama,2020-08-31,1.02,0.9400000000000001,1.11
Alabama,2020-09-01,0.9400000000000001,0.86,1.03
Alabama,2020-09-02,0.86,0.78,0.9500000000000001
Alabama,2020-09-03,0.8,0.71,0.88
Alabama,2020-09-04,0.79,0.7000000000000001,0.88
Alabama,2020-09-05,0.74,0.65,0.8300000000000001
Alabama,2020-09-06,0.77,0.67,0.86
Alabama,2020-09-07,0.78,0.68,0.87
Alabama,2020-09-08,0.81,0.72,0.92
Alabama,2020-09-09,0.86,0.76,0.96
Alabama,2020-09-10,0.9400000000000001,0.84,1.04
Alabama,2020-09-11,0.99,0.88,1.08
Alabama,2020-09-12,1.04,0.93,1.1300000000000001
Alabama,2020-09-13,1.05,0.9500000000000001,1.1500000000000001
Alabama,2020-09-14,1.04,0.9400000000000001,1.1400000000000001
Alabama,2020-09-15,1.02,0.92,1.12
Alabama,2020-09-16,1.01,0.91,1.11
Alabama,2020-09-17,0.97,0.87,1.07
Alabama,2020-09-18,0.97,0.87,1.07
Alabama,2020-09-19,0.99,0.89,1.09
Alabama,2020-09-20,0.98,0.88,1.08
Alabama,2020-09-21,1.01,0.9,1.1
Alabama,2020-09-22,1.07,0.97,1.17
Alabama,2020-09-23,1.1,1.0,1.2
Alabama,2020-09-24,1.1400000000000001,1.05,1.25
Alabama,2020-09-25,1.1400000000000001,1.04,1.23
Alabama,2020-09-26,1.09,0.99,1.18
Alabama,2020-09-27,1.05,0.96,1.1500000000000001
Alabama,2020-09-28,1.02,0.92,1.11
Alabama,2020-09-29,0.9400000000000001,0.85,1.04
Alabama,2020-09-30,0.9500000000000001,0.86,1.05
Alabama,2020-10-01,0.93,0.84,1.03
Alabama,2020-10-02,0.93,0.8300000000000001,1.02
Alabama,2020-10-03,0.96,0.86,1.06
Alabama,2020-10-04,0.97,0.87,1.07
Alabama,2020-10-05,0.97,0.88,1.08
Alabama,2020-10-06,1.01,0.91,1.11
Alabama,2020-10-07,0.9500000000000001,0.85,1.05
Alabama,2020-10-08,0.9400000000000001,0.84,1.04
Alabama,2020-10-09,0.9400000000000001,0.84,1.04
Alabama,2020-10-10,0.97,0.87,1.07
Alabama,2020-10-11,1.0,0.9,1.1
Alabama,2020-10-12,1.06,0.96,1.16
Alabama,2020-10-13,1.06,0.97,1.17
Alabama,2020-10-14,1.1,1.0,1.2
Alabama,2020-10-15,1.09,0.99,1.18
Alabama,2020-10-16,1.08,0.98,1.17
Alabama,2020-10-17,1.06,0.97,1.16
Alabama,2020-10-18,1.07,0.98,1.17
Alabama,2020-10-19,1.06,0.97,1.16
Alabama,2020-10-20,1.17,1.08,1.26
Alabama,2020-10-21,1.28,1.19,1.37
Alabama,2020-10-22,1.35,1.27,1.44
Alabama,2020-10-23,1.37,1.29,1.45
Alabama,2020-10-24,1.32,1.25,1.41
Alabama,2020-10-25,1.23,1.1500000000000001,1.3
Alabama,2020-10-26,1.1400000000000001,1.07,1.22
Alabama,2020-10-27,0.99,0.92,1.07
Alabama,2020-10-28,0.9,0.8200000000000001,0.97
Alabama,2020-10-29,0.84,0.76,0.91
Alabama,2020-10-30,0.8,0.72,0.88
Alabama,2020-10-31,0.81,0.73,0.89
Alabama,2020-11-01,0.89,0.8,0.96
Alabama,2020-11-02,0.96,0.88,1.04
Alabama,2020-11-03,1.05,0.97,1.1300000000000001
Alabama,2020-11-04,1.07,0.98,1.1400000000000001
Alabama,2020-11-05,1.03,0.9500000000000001,1.11
Alabama,2020-11-06,1.02,0.9400000000000001,1.1
Alabama,2020-11-07,1.02,0.9400000000000001,1.1
Alabama,2020-11-08,1.03,0.9500000000000001,1.11
Alabama,2020-11-09,1.07,0.99,1.1500000000000001
Alabama,2020-11-10,1.1300000000000001,1.06,1.22
Alabama,2020-11-11,1.19,1.11,1.26
Alabama,2020-11-12,1.23,1.16,1.31
Alabama,2020-11-13,1.23,1.16,1.3
Alabama,2020-11-14,1.2,1.1300000000000001,1.27
Alabama,2020-11-15,1.17,1.1,1.24
Alabama,2020-11-16,1.1300000000000001,1.06,1.2
Alabama,2020-11-17,1.08,1.01,1.1400000000000001
Alabama,2020-11-18,1.06,0.99,1.12
Alabama,2020-11-19,1.03,0.96,1.09
Alabama,2020-11-20,1.01,0.9400000000000001,1.07
Alabama,2020-11-21,1.02,0.96,1.09
Alabama,2020-11-22,1.03,0.96,1.09
Alabama,2020-11-23,1.05,0.98,1.11
Alabama,2020-11-24,1.04,0.97,1.1
Alabama,2020-11-25,1.0,0.9400000000000001,1.07
Alabama,2020-11-26,0.97,0.9,1.03
Alabama,2020-11-27,0.96,0.89,1.02
Alabama,2020-11-28,0.97,0.9,1.03
Alabama,2020-11-29,1.05,0.98,1.11
Alabama,2020-11-30,1.12,1.06,1.19
Alabama,2020-12-01,1.23,1.16,1.29
Alabama,2020-12-02,1.28,1.22,1.34
Alabama,2020-12-03,1.29,1.23,1.35
Alabama,2020-12-04,1.26,1.2,1.31
Alabama,2020-12-05,1.22,1.16,1.27
Alabama,2020-12-06,1.1500000000000001,1.09,1.2
Alabama,2020-12-07,1.11,1.06,1.17
Alabama,2020-12-08,1.07,1.02,1.1300000000000001
Alabama,2020-12-09,1.07,1.01,1.12
Alabama,2020-12-10,1.08,1.02,1.1300000000000001
Alabama,2020-12-11,1.07,1.02,1.12
Alabama,2020-12-12,1.05,0.99,1.09
Alabama,2020-12-13,1.04,0.98,1.08
Alabama,2020-12-14,1.01,0.96,1.06
Alabama,2020-12-15,1.02,0.97,1.07
Alabama,2020-12-16,1.03,0.98,1.08
Alabama,2020-12-17,1.04,0.99,1.09
Alabama,2020-12-18,1.05,1.0,1.1
Alabama,2020-12-19,1.06,1.01,1.11
Alabama,2020-12-20,1.06,1.01,1.11
Alabama,2020-12-21,1.06,1.01,1.11
Alabama,2020-12-22,1.03,0.98,1.08
Alabama,2020-12-23,0.98,0.93,1.03
Alabama,2020-12-24,0.92,0.87,0.97
Alabama,2020-12-25,0.86,0.8,0.9
Alabama,2020-12-26,0.81,0.76,0.86
Alabama,2020-12-27,0.8200000000000001,0.77,0.88
Alabama,2020-12-28,0.86,0.81,0.92
Alabama,2020-12-29,0.93,0.88,0.99
Alabama,2020-12-30,1.03,0.97,1.08
Alabama,2020-12-31,1.08,1.03,1.1400000000000001
Alabama,2021-01-01,1.12,1.07,1.18
Alabama,2021-01-02,1.1500000000000001,1.1,1.2
Alabama,2021-01-03,1.1400000000000001,1.08,1.18
Alabama,2021-01-04,1.11,1.06,1.16
Alabama,2021-01-05,1.09,1.04,1.1400000000000001
Alabama,2021-01-06,1.07,1.02,1.12
Alabama,2021-01-07,1.08,1.03,1.1300000000000001
Alabama,2021-01-08,1.08,1.03,1.1300000000000001
Alabama,2021-01-09,1.05,1.0,1.1
Alabama,2021-01-10,1.01,0.96,1.06
Alabama,2021-01-11,0.9500000000000001,0.9,1.0
Alabama,2021-01-12,0.88,0.8300000000000001,0.93
Alabama,2021-01-13,0.81,0.76,0.86
Alabama,2021-01-14,0.77,0.71,0.81
Alabama,2021-01-15,0.75,0.7000000000000001,0.81
Alabama,2021-01-16,0.75,0.7000000000000001,0.81
Alabama,2021-01-17,0.78,0.72,0.8300000000000001
Alabama,2021-01-18,0.81,0.75,0.87
Alabama,2021-01-19,0.86,0.8,0.92
Alabama,2021-01-20,0.91,0.85,0.97
Alabama,2021-01-21,0.9500000000000001,0.89,1.01
Alabama,2021-01-22,0.99,0.93,1.05
Alabama,2021-01-23,1.02,0.96,1.08
Alabama,2021-01-24,1.03,0.97,1.09
Alabama,2021-01-25,1.05,0.99,1.11
Alabama,2021-01-26,1.04,0.99,1.11
Alabama,2021-01-27,0.99,0.93,1.05
Alabama,2021-01-28,0.97,0.91,1.03
Alabama,2021-01-29,0.93,0.87,0.99
Alabama,2021-01-30,0.9,0.84,0.96
Alabama,2021-01-31,0.89,0.8300000000000001,0.9500000000000001
Alabama,2021-02-01,0.88,0.81,0.93
Alabama,2021-02-02,0.85,0.79,0.92
Alabama,2021-02-03,0.88,0.81,0.9400000000000001
Alabama,2021-02-04,0.81,0.74,0.87
Alabama,2021-02-05,0.8200000000000001,0.75,0.88
Alabama,2021-02-06,0.81,0.74,0.88
Alabama,2021-02-07,0.79,0.72,0.86
Alabama,2021-02-08,0.76,0.68,0.8200000000000001
Alabama,2021-02-09,0.74,0.66,0.81
Alabama,2021-02-10,0.68,0.61,0.77
Alabama,2021-02-11,0.73,0.65,0.81
Alabama,2021-02-12,0.73,0.65,0.8200000000000001
Alabama,2021-02-13,0.77,0.68,0.85
Alabama,2021-02-14,0.79,0.7000000000000001,0.87
Alabama,2021-02-15,0.81,0.72,0.9
Alabama,2021-02-16,0.8,0.7000000000000001,0.88
Alabama,2021-02-17,0.79,0.7000000000000001,0.89
Alabama,2021-02-18,0.78,0.68,0.87
Alabama,2021-02-19,0.79,0.7000000000000001,0.9
Alabama,2021-02-20,0.86,0.76,0.96
Alabama,2021-02-21,0.96,0.86,1.06
Alabama,2021-02-22,1.03,0.93,1.1300000000000001
Alabama,2021-02-23,1.08,0.98,1.18
Alabama,2021-02-24,1.09,0.99,1.19
Alabama,2021-02-25,1.05,0.9500000000000001,1.1500000000000001
Alabama,2021-02-26,1.0,0.9,1.1
Alabama,2021-02-27,0.91,0.8200000000000001,1.02
Alabama,2021-02-28,0.93,0.8300000000000001,1.03
Alabama,2021-03-01,0.97,0.87,1.07
Alabama,2021-03-02,1.04,0.9400000000000001,1.1400000000000001
Alabama,2021-03-03,1.07,0.98,1.18
Alabama,2021-03-04,1.08,0.99,1.19
Alabama,2021-03-05,1.04,0.9400000000000001,1.1400000000000001
Alabama,2021-03-06,0.99,0.9,1.1
Alabama,2021-03-07,0.8300000000000001,0.73,0.93
Alabama,2021-03-08,0.74,0.64,0.85
Alabama,2021-03-09,0.64,0.53,0.75
Alabama,2021-03-10,0.58,0.47000000000000003,0.7000000000000001
Alabama,2021-03-11,0.59,0.48,0.72
Alabama,2021-03-12,0.96,0.84,1.08
Alabama,2021-03-13,1.31,1.19,1.42
Alabama,2021-03-14,1.59,1.49,1.71
Alabama,2021-03-15,1.58,1.48,1.68
Alabama,2021-03-16,1.45,1.36,1.55
Alabama,2021-03-17,1.27,1.17,1.35
Alabama,2021-03-18,1.12,1.03,1.21
Alabama,2021-03-19,0.8200000000000001,0.72,0.9
Alabama,2021-03-20,0.65,0.55,0.74
Alabama,2021-03-21,0.45,0.35000000000000003,0.56
Alabama,2021-03-22,0.28,0.17,0.4
Alabama,2021-03-23,0.2,0.08,0.33
Alabama,2021-03-24,0.32,0.18,0.45
Alabama,2021-03-25,0.53,0.4,0.6900000000000001
Alabama,2021-03-26,0.9,0.76,1.05
Alabama,2021-03-27,0.97,0.8200000000000001,1.11
Alabama,2021-03-28,0.9400000000000001,0.79,1.08
Alabama,2021-03-29,0.9500000000000001,0.8,1.09
Alabama,2021-03-30,0.9400000000000001,0.8,1.1
Alabama,2021-03-31,0.91,0.76,1.06
Alabama,2021-04-01,0.88,0.73,1.04
Alabama,2021-04-02,0.86,0.71,1.02
Alabama,2021-04-03,0.8200000000000001,0.66,0.98
Alabama,2021-04-04,0.8300000000000001,0.66,0.98
Alabama,2021-04-05,0.81,0.65,0.98
Alabama,2021-04-06,0.81,0.65,0.99
Alabama,2021-04-07,0.84,0.68,1.03
Alabama,2021-04-08,0.9,0.73,1.08
Alabama,2021-04-09,0.96,0.79,1.1400000000000001
Alabama,2021-04-10,1.18,1.01,1.35
Alabama,2021-04-11,1.33,1.17,1.5
Alabama,2021-04-12,1.42,1.26,1.57
Alabama,2021-04-13,1.43,1.29,1.59
Alabama,2021-04-14,1.37,1.23,1.51
Alabama,2021-04-15,1.29,1.1500000000000001,1.42
Alaska,2020-03-14,2.0,0.34,6.43
Alaska,2020-03-15,1.8800000000000001,0.38,5.01
Alaska,2020-03-16,2.17,0.51,4.99
Alaska,2020-03-17,1.96,0.5,4.24
Alaska,2020-03-18,2.08,0.58,4.09
Alaska,2020-03-19,1.8900000000000001,0.54,3.62
Alaska,2020-03-20,1.93,0.64,3.54
Alaska,2020-03-21,1.8900000000000001,0.2,3.38
Alaska,2020-03-22,2.05,0.51,3.5
Alaska,2020-03-23,1.83,0.44,3.13
Alaska,2020-03-24,1.8900000000000001,0.61,3.0700000000000003
Alaska,2020-03-25,1.81,0.68,2.92
Alaska,2020-03-26,1.74,0.68,2.72
Alaska,2020-03-27,1.57,0.6,2.5
Alaska,2020-03-28,1.44,0.55,2.35
Alaska,2020-03-29,1.25,0.37,2.09
Alaska,2020-03-30,1.1500000000000001,0.28,1.95
Alaska,2020-03-31,1.0,0.17,1.79
Alaska,2020-04-01,0.85,0.06,1.61
Alaska,2020-04-02,0.8,0.04,1.57
Alaska,2020-04-03,0.84,0.05,1.6300000000000001
Alaska,2020-04-04,0.89,0.06,1.69
Alaska,2020-04-05,1.0,0.14,1.85
Alaska,2020-04-06,1.11,0.24,1.99
Alaska,2020-04-07,1.16,0.29,2.0300000000000002
Alaska,2020-04-08,1.2,0.33,2.04
Alaska,2020-04-09,1.1500000000000001,0.28,1.95
Alaska,2020-04-10,1.09,0.28,1.93
Alaska,2020-04-11,1.0,0.19,1.8
Alaska,2020-04-12,0.91,0.11,1.68
Alaska,2020-04-13,0.8,0.05,1.57
Alaska,2020-04-14,0.74,0.02,1.51
Alaska,2020-04-15,0.72,0.01,1.51
Alaska,2020-04-16,0.7000000000000001,0.0,1.51
Alaska,2020-04-17,0.68,0.0,1.52
Alaska,2020-04-18,0.65,0.0,1.54
Alaska,2020-04-19,0.7000000000000001,0.0,1.61
Alaska,2020-04-20,0.67,0.0,1.6300000000000001
Alaska,2020-04-21,0.74,0.0,1.72
Alaska,2020-04-22,0.62,0.0,1.67
Alaska,2020-04-23,0.58,0.0,1.69
Alaska,2020-04-24,0.53,0.0,1.72
Alaska,2020-04-25,0.47000000000000003,0.0,1.76
Alaska,2020-04-26,0.55,0.0,1.8900000000000001
Alaska,2020-04-27,0.67,0.0,2.04
Alaska,2020-04-28,0.8200000000000001,0.0,2.2
Alaska,2020-04-29,1.0,0.0,2.35
Alaska,2020-04-30,1.18,0.01,2.49
Alaska,2020-05-01,1.17,0.0,2.44
Alaska,2020-05-02,1.16,0.0,2.41
Alaska,2020-05-03,1.0,0.0,2.27
Alaska,2020-05-04,0.84,0.0,2.15
Alaska,2020-05-05,0.65,0.0,2.06
Alaska,2020-05-06,0.62,0.0,2.1
Alaska,2020-05-07,0.58,0.0,2.15
Alaska,2020-05-08,0.53,0.0,2.2
Alaska,2020-05-09,0.74,0.0,2.42
Alaska,2020-05-10,0.72,0.0,2.46
Alaska,2020-05-11,1.0,0.0,2.69
Alaska,2020-05-12,1.0,0.0,2.69
Alaska,2020-05-13,1.0,0.0,2.69
Alaska,2020-05-14,1.0,0.0,2.69
Alaska,2020-05-15,1.28,0.0,2.87
Alaska,2020-05-16,1.26,0.0,2.81
Alaska,2020-05-17,1.24,0.0,2.75
Alaska,2020-05-18,1.0,0.0,2.54
Alaska,2020-05-19,1.0,0.0,2.54
Alaska,2020-05-20,1.0,0.0,2.54
Alaska,2020-05-21,1.0,0.0,2.54
Alaska,2020-05-22,0.76,0.0,2.38
Alaska,2020-05-23,0.74,0.0,2.42
Alaska,2020-05-24,0.72,0.0,2.46
Alaska,2020-05-25,1.28,0.0,2.87
Alaska,2020-05-26,1.5,0.01,2.99
Alaska,2020-05-27,1.6500000000000001,0.09,3.09
Alaska,2020-05-28,1.8900000000000001,0.35000000000000003,3.3200000000000003
Alaska,2020-05-29,1.99,0.5700000000000001,3.3000000000000003
Alaska,2020-05-30,2.09,0.8200000000000001,3.24
Alaska,2020-05-31,2.0100000000000002,0.9,3.04
Alaska,2020-06-01,1.86,0.87,2.79
Alaska,2020-06-02,1.81,0.93,2.67
Alaska,2020-06-03,1.67,0.87,2.47
Alaska,2020-06-04,1.47,0.71,2.22
Alaska,2020-06-05,1.35,0.62,2.06
Alaska,2020-06-06,1.16,0.46,1.87
Alaska,2020-06-07,1.06,0.37,1.76
Alaska,2020-06-08,1.0,0.3,1.68
Alaska,2020-06-09,0.9400000000000001,0.25,1.6300000000000001
Alaska,2020-06-10,1.0,0.3,1.69
Alaska,2020-06-11,1.1,0.4,1.79
Alaska,2020-06-12,1.06,0.38,1.76
Alaska,2020-06-13,1.09,0.4,1.76
Alaska,2020-06-14,1.06,0.38,1.73
Alaska,2020-06-15,1.0,0.34,1.69
Alaska,2020-06-16,1.0,0.34,1.69
Alaska,2020-06-17,0.9400000000000001,0.25,1.59
Alaska,2020-06-18,0.9400000000000001,0.25,1.6
Alaska,2020-06-19,1.0,0.3,1.6600000000000001
Alaska,2020-06-20,1.03,0.34,1.7
Alaska,2020-06-21,1.06,0.39,1.75
Alaska,2020-06-22,1.21,0.54,1.87
Alaska,2020-06-23,1.22,0.56,1.85
Alaska,2020-06-24,1.26,0.63,1.8800000000000001
Alaska,2020-06-25,1.27,0.66,1.87
Alaska,2020-06-26,1.23,0.65,1.83
Alaska,2020-06-27,1.24,0.66,1.8
Alaska,2020-06-28,1.26,0.72,1.83
Alaska,2020-06-29,1.23,0.7000000000000001,1.78
Alaska,2020-06-30,1.27,0.76,1.8
Alaska,2020-07-01,1.29,0.78,1.78
Alaska,2020-07-02,1.27,0.78,1.75
Alaska,2020-07-03,1.25,0.78,1.72
Alaska,2020-07-04,1.17,0.71,1.6300000000000001
Alaska,2020-07-05,1.11,0.66,1.57
Alaska,2020-07-06,1.04,0.58,1.48
Alaska,2020-07-07,0.97,0.53,1.44
Alaska,2020-07-08,0.97,0.52,1.43
Alaska,2020-07-09,1.08,0.63,1.53
Alaska,2020-07-10,1.22,0.79,1.67
Alaska,2020-07-11,1.34,0.93,1.77
Alaska,2020-07-12,1.3800000000000001,0.98,1.78
Alaska,2020-07-13,1.37,0.99,1.76
Alaska,2020-07-14,1.3,0.9400000000000001,1.68
Alaska,2020-07-15,1.2,0.85,1.57
Alaska,2020-07-16,1.11,0.76,1.47
Alaska,2020-07-17,1.09,0.74,1.44
Alaska,2020-07-18,1.12,0.77,1.46
Alaska,2020-07-19,1.17,0.84,1.52
Alaska,2020-07-20,1.2,0.87,1.53
Alaska,2020-07-21,1.21,0.89,1.53
Alaska,2020-07-22,1.19,0.89,1.52
Alaska,2020-07-23,1.2,0.9,1.51
Alaska,2020-07-24,1.18,0.89,1.49
Alaska,2020-07-25,1.19,0.91,1.5
Alaska,2020-07-26,1.18,0.89,1.46
Alaska,2020-07-27,1.16,0.89,1.45
Alaska,2020-07-28,1.1400000000000001,0.87,1.42
Alaska,2020-07-29,1.1400000000000001,0.87,1.41
Alaska,2020-07-30,1.1,0.85,1.3900000000000001
Alaska,2020-07-31,1.08,0.8200000000000001,1.35
Alaska,2020-08-01,1.0,0.74,1.27
Alaska,2020-08-02,0.92,0.66,1.2
